UF,SP
Cidade,COSMORAMA
Nome Posto,COSMORAMA
Latitude,-20.483333333333334
Longitude,-49.78333333333333
Codigo,2049010
Qtd. Anos,71
Ano,Maxima
1941,43
1942,57.3
1943,73.5
1944,82.4
1945,78
1946,95.3
1947,101.7
1948,68
1949,74.2
1950,139.6
1951,90.1
1952,60.4
1953,95
1954,60.4
1958,35.2
1959,68
1960,100.3
1961,82
1962,86.6
1963,61.4
1964,64
1965,75
1966,103
1967,55
1968,61
1969,93
1970,58.6
1971,53
1972,64.5
1973,68.5
1974,69.2
1975,105.7
1976,88.9
1977,146.3
1978,92.3
1979,149.7
1980,78.6
1981,117.7
1982,94.3
1983,67.3
1984,82.2
1985,82.2
1986,85.7
1987,62.2
1988,75.3
1989,129.7
1990,64.4
1991,110.2
1992,88.8
1993,60
1994,65.1
1995,78.7
1996,52.7
1997,59.5
1998,106.3
1999,113.5
2000,77.1
2001,78.1
2002,98.3
2003,114.7
2004,180.4
2005,90
2006,83
2007,129.2
2008,183
2009,81.2
2010,64.6
2011,60.5
2012,126
2013,76.1
2014,68
