UF,SP
Cidade,ITAPETININGA
Nome Posto,GRAMADINHO
Latitude,-23.766666666666666
Longitude,-48.13333333333333
Codigo,2348025
Qtd. Anos,45
Ano,Maxima
1947,68
1948,55.5
1949,72
1959,50.5
1960,82.6
1961,57.6
1962,74.4
1963,122.6
1964,81.5
1965,95.4
1966,75.7
1967,95.1
1968,60.2
1969,47.5
1970,65.5
1971,55.6
1972,94.4
1973,95.6
1974,144.2
1975,138.7
1976,74.7
1977,78.4
1978,77.3
1979,81.6
1980,82.8
1981,69.3
1982,85.9
1983,97.3
1984,64.6
1985,61.4
1986,87.1
1987,70.8
1988,64.6
1989,71.3
1990,181.9
1991,82.1
1992,75.6
1993,101
1994,78.7
1995,52.5
1996,96.5
1997,116
1998,97.1
1999,58.3
2000,43.1
