UF,SP
Cidade,RIBEIRAO BONITO
Nome Posto,RIBEIRAO BONITO
Latitude,-22.083333333333332
Longitude,-48.18333333333333
Codigo,2248005
Qtd. Anos,82
Ano,Maxima
1933,52
1934,75
1935,80.5
1936,98
1937,62
1938,80
1939,83
1940,81.5
1941,105
1942,75.5
1943,106
1944,56
1945,78
1946,93
1947,98.2
1948,56.4
1949,80.2
1950,97.5
1951,60
1952,71.2
1953,52.5
1954,88.5
1955,125
1956,70.8
1957,76.6
1958,180
1959,83
1960,126
1961,43.5
1962,9.7
1963,80.4
1964,70.2
1965,8
1966,65
1967,8
1968,6.5
1969,103.5
1970,99.4
1971,38.6
1972,76.3
1973,150.7
1974,93.4
1975,60.2
1976,76.9
1977,79.5
1978,87.9
1979,77
1980,76.3
1981,97.8
1982,68.7
1983,126.3
1984,62.1
1985,76.7
1986,66.9
1987,103.9
1988,88.1
1989,91.9
1990,65.5
1991,115.8
1992,52.6
1993,62
1994,47.3
1995,65.9
1996,117.4
1997,52.3
1998,68.2
1999,117.9
2000,70
2001,65
2002,116.1
2003,115.9
2004,96.5
2005,84.9
2006,69.3
2007,63.2
2008,109.1
2009,95.8
2010,107.8
2011,87.8
2012,47.1
2013,142.5
2014,61.3
