UF,SP
Cidade,SAO BERNARDO DO CAMPO
Nome Posto,UHE HENRY BORDEN RIO DE PEDRAS JUSANTE
Latitude,-23.817777777777778
Longitude,-46.52444444444444
Codigo,2346175
Qtd. Anos,61
Ano,Maxima
1926,85
1927,55
1928,88
1929,132
1930,81
1931,87
1932,129
1933,50
1934,177
1935,61
1936,72
1937,110
1938,188.6
1939,53.6
1940,136.6
1941,75
1942,115
1943,51.6
1944,132
1945,95.4
1946,142
1947,96.6
1948,66
1949,85
1950,64.2
1951,100
1952,146.2
1953,99.4
1954,60.2
1955,56
1956,100
1957,56.8
1958,152.8
1959,92
1960,82.8
1961,92.4
1962,87.2
1963,65.8
1964,58
1965,61.4
1966,98.6
1967,76
1968,59.4
1969,113
1970,89.2
1971,237.8
1972,107.8
1973,83.4
1974,50
1975,110.4
1976,207.8
1977,63.8
1978,76
1979,60.1
1980,156
1981,57
1982,43
1983,122.6
1984,128
1985,91.4
1986,71.5
