UF,SP
Cidade,FERNANDOPOLIS
Nome Posto,FERNANDOPOLIS
Latitude,-20.3
Longitude,-50.25
Codigo,2050024
Qtd. Anos,56
Ano,Maxima
1959,90
1960,55
1961,81
1962,66
1963,117
1964,60
1965,66
1966,76
1967,81
1968,49
1969,162.4
1970,90
1971,42.1
1972,77.6
1973,300
1974,75.4
1975,87.9
1976,85.1
1977,79.3
1978,115.1
1979,123.4
1980,72.6
1981,115.7
1982,58.6
1983,67.3
1984,54.5
1985,66.2
1986,47.8
1987,92.2
1988,73.1
1989,116.4
1990,58.7
1991,136.4
1992,80.4
1993,67.4
1994,83.6
1995,83.1
1996,73.7
1997,66.5
1998,65.3
1999,93.4
2000,118.4
2001,74.5
2002,74.3
2003,53.9
2004,84.5
2005,137.9
2006,64.9
2007,52.4
2008,66.2
2009,102.5
2010,54.8
2011,79.4
2012,72.5
2013,78.5
2014,74.4
