UF,SP
Cidade,ALTINOPOLIS
Nome Posto,USINA ESMERIL
Latitude,-20.833333333333332
Longitude,-47.3
Codigo,2047028
Qtd. Anos,69
Ano,Maxima
1936,43.2
1937,70.5
1938,92.4
1939,48.8
1940,55.3
1941,101.5
1942,76.8
1943,100.3
1944,58
1945,100.5
1946,63.5
1947,106.4
1948,70
1949,148.5
1950,64.3
1951,52.8
1952,61.8
1953,49.4
1954,71.3
1955,60.5
1956,99.8
1957,61.5
1958,70.4
1959,88.8
1960,80.7
1961,139
1962,125.2
1963,76.2
1964,55.5
1965,74.5
1966,83.2
1967,66.4
1968,56.6
1969,78.8
1970,62.4
1971,72.4
1972,72.6
1973,114.2
1974,61.8
1975,78.4
1976,96.3
1977,93.5
1978,86.5
1979,85.4
1980,102.6
1981,96.6
1982,139.8
1983,143.4
1984,79
1985,112.7
1986,76
1987,101.3
1988,86.5
1989,150.8
1990,62.6
1991,76.9
1992,76.4
1993,66.8
1994,72.3
1995,140.8
1996,88.3
1997,72.2
1998,79.1
1999,61.7
2000,71.6
2001,60
2002,107.5
2003,87.5
2004,58.4
