UF,SP
Cidade,FRANCA
Nome Posto,FRANCA
Latitude,-20.54416666666667
Longitude,-47.42333333333333
Codigo,2047016
Qtd. Anos,54
Ano,Maxima
1966,86.4
1967,67.8
1968,63
1969,78
1970,72.8
1971,83
1972,73
1973,69.6
1974,49.8
1975,102.4
1976,92
1977,84
1978,98.4
1979,70
1980,77
1981,79.1
1982,88.2
1983,88.5
1984,105.1
1985,77.1
1986,56.6
1987,81.3
1988,73
1989,106.4
1990,79.3
1991,114.8
1992,103.2
1993,96.2
1994,113.5
1995,99
1996,64
1997,70
1998,65
1999,59
2000,86.8
2001,64
2002,65.6
2003,63.5
2004,65.5
2005,80
2006,64.3
2007,51.8
2008,63
2009,105.2
2010,128
2011,60
2012,50
2013,106
2014,64.2
2015,61.4
2016,88.7
2017,89.8
2018,114.7
2019,91.3
