UF,SP
Cidade,BRAGANCA PAULISTA
Nome Posto,BRAGANCA PAULISTA
Latitude,-22.933333333333334
Longitude,-46.53333333333333
Codigo,2246036
Qtd. Anos,43
Ano,Maxima
1970,83.8
1971,73
1972,58
1973,66.8
1974,58
1975,59.6
1976,71.5
1977,92.6
1978,79.3
1979,74.3
1980,48.2
1981,67.5
1982,59.4
1983,93.7
1984,44.9
1985,83.4
1986,61
1987,60.9
1988,65.3
1989,68.3
1990,83.5
1991,77.5
1992,47.6
1993,60.5
1994,82.1
1995,73
1997,66.8
1998,79
1999,128.3
2000,69.9
2001,81.7
2002,67.8
2003,66
2004,81
2005,117.5
2006,60.3
2007,70
2009,54.2
2010,102.3
2011,119.4
2012,85.9
2013,83
2014,96.4
