UF,SP
Cidade,SEVERINIA
Nome Posto,FAZENDA NATA
Latitude,-20.816666666666666
Longitude,-48.78333333333333
Codigo,2048026
Qtd. Anos,46
Ano,Maxima
1955,5
1956,90
1957,56.2
1958,107.5
1959,94
1960,75.5
1961,101.8
1962,112.5
1963,64.6
1964,83
1965,97.3
1966,89.4
1967,97
1968,68.1
1969,54.8
1970,73.5
1971,78.8
1972,111.5
1973,124.4
1974,96.8
1975,115.9
1976,90.9
1977,64.7
1978,95.5
1979,106.9
1980,58.4
1981,66.4
1982,53.7
1983,89.4
1984,72.1
1985,47.5
1986,50.4
1987,59.2
1988,67.2
1989,121.4
1990,60.7
1991,75.3
1992,57.1
1993,69
1994,69.1
1995,78.6
1996,88.7
1997,157.3
1998,65.7
1999,64.3
2000,94
