UF,SP
Cidade,SAO MIGUEL ARCANJO
Nome Posto,USINA TURVINHO
Latitude,-24
Longitude,-47.95
Codigo,2447001
Qtd. Anos,72
Ano,Maxima
1936,59.1
1937,156.9
1938,81.2
1939,73.5
1940,70.5
1941,131.7
1942,60.2
1943,44.6
1944,36.9
1945,114.2
1946,79.7
1947,63.2
1948,63.3
1949,74.5
1950,68.4
1951,94.5
1952,77.8
1953,62.2
1954,62.7
1955,79.5
1956,88.7
1957,85.3
1958,78.2
1959,41.9
1960,79.6
1961,99.5
1962,104.6
1963,57.7
1964,74.6
1965,76.4
1966,68.5
1967,50.3
1968,75.9
1969,47.3
1970,58.5
1971,80.9
1972,86.6
1973,92.4
1974,111.2
1975,78
1976,182.4
1977,83.2
1978,96
1979,82.8
1980,70.2
1981,95.4
1982,64.2
1983,81.2
1984,95.4
1985,45.3
1986,90.3
1987,81
1988,55.7
1989,93.8
1990,49.5
1991,91.5
1992,56.5
1993,67.7
1994,53.4
1995,93.3
1996,108.8
1997,91.5
1999,36.2
2002,74
2003,47.7
2005,56.9
2006,75.1
2007,79.6
2008,64.4
2009,75.3
2011,40.2
2013,50.9
