UF,SP
Cidade,DRACENA
Nome Posto,DRACENA
Latitude,-21.466666666666665
Longitude,-51.53333333333333
Codigo,2151010
Qtd. Anos,65
Ano,Maxima
1950,70.9
1951,146.3
1952,74
1953,116
1954,111
1955,59
1956,89
1957,85
1958,130
1959,93
1960,61
1961,61
1962,64
1963,110.4
1964,85.5
1965,56.5
1966,76
1967,84.3
1968,93
1969,65.2
1970,53
1971,94.1
1972,144.6
1973,48.1
1974,75.5
1975,92.2
1976,89.3
1977,123.2
1978,96.3
1979,55.9
1980,74.2
1981,71.3
1982,83.2
1983,87
1984,111.2
1985,60.2
1986,73.5
1987,101.7
1988,91.3
1989,130.7
1990,71.5
1991,109.8
1992,65.4
1993,68.1
1994,44.7
1995,64.5
1996,61.3
1997,67.6
1998,66.5
1999,85.1
2000,46.5
2001,65.5
2002,66.7
2003,51.7
2004,120.8
2005,72.3
2006,90.7
2007,51.4
2008,66.5
2009,223.1
2010,72.5
2011,72.4
2012,94.4
2013,78.7
2014,59.5
