UF,SP
Cidade,JABORANDI
Nome Posto,FAZENDA PALMEIRAS
Latitude,-20.583333333333332
Longitude,-48.36666666666667
Codigo,2048087
Qtd. Anos,71
Ano,Maxima
1943,73.3
1944,63.5
1945,83.3
1946,102.5
1947,81.7
1948,44.4
1949,78.4
1950,90.6
1951,221.1
1952,67.4
1953,88.6
1954,56
1955,78
1956,79.2
1957,59.4
1958,119.1
1959,100.7
1960,152.4
1961,89.1
1962,49.2
1963,32.7
1964,43.1
1965,89.3
1966,91.2
1967,56.8
1968,48.4
1970,59.7
1971,116.7
1972,91
1973,89.4
1974,104.2
1975,63.3
1976,84.9
1977,65
1978,90.1
1979,103.7
1980,100
1981,87.5
1982,72.2
1983,100.9
1984,83.4
1985,53.7
1986,68.5
1987,59.8
1988,88.1
1989,50
1990,52.7
1991,103.3
1992,145.7
1993,70.2
1994,89.7
1995,80
1996,60.6
1997,62.4
1998,106.5
1999,76.9
2000,83.7
2001,100.4
2002,84.1
2003,53.4
2004,90.2
2005,122.5
2006,93.4
2007,95.1
2008,67.4
2009,67
2010,64.8
2011,92
2012,82.1
2013,162.7
2014,31.3
