UF,SP
Cidade,ITANHAEM
Nome Posto,ITANHAEM
Latitude,-24.183333333333334
Longitude,-46.8
Codigo,2446003
Qtd. Anos,74
Ano,Maxima
1938,181
1939,93
1940,188
1941,115
1942,125
1943,68
1944,180
1945,139
1946,58
1947,115
1948,161
1949,68
1950,145
1951,58.5
1952,129
1953,156.2
1954,66.5
1955,70.3
1956,146.4
1957,80.6
1958,150.2
1959,8
1960,75.4
1961,99.2
1962,184.5
1963,66.7
1964,76
1965,88.7
1966,245.5
1967,206.2
1968,82.6
1969,108.3
1970,124.2
1971,151.8
1972,154.3
1973,119.7
1974,56.3
1975,76.7
1976,148.1
1977,72
1978,131.4
1979,99.1
1980,338.9
1981,96.9
1982,81.9
1983,340.2
1984,165.1
1985,65.7
1986,168.6
1987,115.1
1988,160
1989,138.4
1990,129.7
1991,113.1
1992,116.5
1993,159.3
1994,186.7
1995,94.3
1996,70.8
1997,62.1
1998,111
1999,113.2
2000,126.5
2001,73.8
2002,59.3
2004,64.5
2005,46
2008,57.6
2009,64.6
2010,129.4
2011,40.5
2012,172.2
2013,172
2014,135.3
