UF,SP
Cidade,ITU
Nome Posto,PIRAPITINGUI
Latitude,-23.333333333333332
Longitude,-47.333333333333336
Codigo,2347024
Qtd. Anos,62
Ano,Maxima
1936,86.4
1937,63.4
1938,68
1940,59.1
1941,92.1
1942,97.5
1943,60.3
1944,41
1945,67.3
1946,90.3
1947,90.8
1949,53.5
1950,50.6
1951,55.6
1952,55.3
1954,78.5
1955,120
1956,55.2
1957,82
1958,91.4
1959,74.2
1960,88.2
1961,70
1962,100.1
1963,120
1964,81
1965,92.2
1966,95.1
1967,71.7
1968,87.3
1969,68.2
1970,68
1971,59.3
1972,97.6
1973,57.6
1974,88.1
1975,62.4
1976,101.8
1977,177.3
1978,73.1
1979,69.3
1980,55.7
1981,81.9
1982,137.9
1983,116.8
1984,55.8
1985,50.7
1986,58.5
1987,75.4
1988,61.2
1989,92.6
1990,79.8
1991,80.4
1992,49.2
1993,62.5
1994,81
1995,90.3
1996,85.4
1997,62.4
1998,62.4
1999,59.7
2000,110.8
