UF,SP
Cidade,ITARIRI
Nome Posto,GUANHANHA
Latitude,-24.266666666666666
Longitude,-47.166666666666664
Codigo,2447010
Qtd. Anos,64
Ano,Maxima
1938,40
1939,63.6
1941,72.2
1942,72.2
1953,45.8
1954,60.2
1955,104
1956,94
1959,45.5
1960,200
1961,100.8
1962,110.7
1963,130.4
1964,40.7
1965,80.9
1966,100.7
1967,70.2
1968,60
1969,80
1970,80
1971,132.7
1972,99
1973,129
1974,72.4
1975,198
1976,212
1977,60.4
1978,86.4
1979,78.1
1980,80
1981,191.7
1982,83.6
1983,124.7
1984,83.4
1985,159.2
1986,140.6
1987,76.2
1988,141.1
1989,93.4
1990,88.5
1991,59.3
1992,58
1993,91.6
1994,157.4
1995,93.2
1996,199.9
1997,69.8
1998,59.8
1999,76.9
2000,73.4
2001,73.5
2002,79.5
2003,72.9
2004,121.9
2005,95.2
2006,83.4
2007,86.5
2008,95.1
2009,116.7
2010,159.2
2011,96.4
2012,59.3
2013,80.2
2014,183.3
