UF,SP
Cidade,BOA ESPERANCA DO SUL
Nome Posto,BOA ESPERANCA DO SUL
Latitude,-21.983333333333334
Longitude,-48.4
Codigo,2148124
Qtd. Anos,41
Ano,Maxima
1971,182
1972,60
1973,70.8
1974,90.1
1975,62.2
1976,94.5
1977,67.4
1978,72.5
1979,69
1980,70.2
1981,92.1
1982,92.4
1983,224.4
1984,66.9
1985,81.6
1986,65.6
1987,128.9
1988,60.3
1989,66.4
1990,65.2
1991,69.7
1992,81.2
1993,76.4
1994,65.7
1995,90.2
1996,123.4
2000,83.1
2001,83.5
2002,90.8
2003,90.2
2004,100.6
2005,60.7
2006,50.3
2007,81.5
2008,99
2009,76
2010,64.5
2011,149.5
2012,60.8
2013,97.5
2014,90.2
