UF,SP
Cidade,NIPOA
Nome Posto,NIPOA
Latitude,-20.916666666666668
Longitude,-49.78333333333333
Codigo,2049028
Qtd. Anos,56
Ano,Maxima
1959,58.8
1960,66.7
1961,56.5
1962,95.4
1963,70
1964,97.9
1965,77
1966,86.6
1967,98
1968,51
1969,55.4
1970,64
1971,96.6
1972,65.8
1973,84.6
1974,84
1975,105.4
1976,94
1977,101
1978,106.5
1979,81.2
1980,79.8
1981,81
1982,89.3
1983,108.1
1984,83.2
1985,58.4
1986,64.3
1987,72.8
1988,68.8
1989,82.5
1990,59.2
1991,68.5
1992,90.4
1993,65.4
1994,64.5
1995,89.4
1996,51
1997,93
1998,110
1999,124.5
2000,60
2001,43
2002,78.5
2003,57.1
2004,75.7
2005,60
2006,113
2007,134
2008,190
2009,100
2010,56.7
2011,98.1
2012,68
2013,91.9
2014,51.3
