UF,SP
Cidade,ITATINGA
Nome Posto,ITATINGA
Latitude,-23.1
Longitude,-48.61666666666667
Codigo,2348078
Qtd. Anos,42
Ano,Maxima
1973,38.9
1974,79.6
1975,86.2
1976,76.2
1977,57.7
1978,88.6
1979,96.2
1980,79.5
1981,93.2
1982,75.4
1983,79.7
1984,69.2
1985,90
1986,112.9
1987,93.8
1988,62.3
1989,74.6
1990,60.4
1991,79.2
1992,52.2
1993,100.6
1994,11
1995,25
1996,74.2
1997,120
1998,49.5
1999,53.5
2000,50
2001,102.5
2002,100.4
2003,73
2004,50.7
2005,120
2006,48.6
2007,57.5
2008,89.7
2009,104
2010,97.1
2011,88.6
2012,124.8
2013,120.1
2014,66.7
