UF,SP
Cidade,ESTRELA DO NORTE
Nome Posto,BAIRRO GUARUJA
Latitude,-22.516666666666666
Longitude,-51.63333333333333
Codigo,2251016
Qtd. Anos,35
Ano,Maxima
1965,92.1
1966,140.3
1967,93
1968,40
1969,66.7
1970,102.7
1971,115
1972,101.1
1973,56.3
1974,108.4
1975,93.6
1976,101.8
1977,76.6
1978,102
1979,54
1980,150.4
1981,58.1
1982,74.9
1983,81.8
1984,92.2
1985,95.5
1986,76.9
1987,121.7
1988,63.2
1989,81.6
1990,60.5
1991,72.9
1992,97.7
1993,85.6
1994,95.9
1995,112.9
1996,67.4
1997,98.7
1998,82.6
1999,7.9
