UF,SP
Cidade,JABOTICABAL
Nome Posto,SITIO SAO SEBASTIAO
Latitude,-21.183333333333334
Longitude,-48.18333333333333
Codigo,2148116
Qtd. Anos,50
Ano,Maxima
1951,101
1952,74.8
1953,55.7
1954,97.6
1955,79.7
1956,47.9
1957,82.7
1958,80.3
1959,82.5
1960,85.5
1961,106
1962,70
1963,140
1964,114
1965,77
1966,52
1967,82
1968,63
1969,98
1970,80
1971,54.3
1972,83
1973,85.5
1974,73.2
1975,75.7
1976,74.2
1977,79.7
1978,86.7
1979,95.5
1980,61.4
1981,89.6
1982,93.2
1983,109
1984,63
1985,117.1
1986,94.7
1987,63
1988,62.5
1989,67.5
1990,59
1991,147.7
1992,60.6
1993,72
1994,58.6
1995,72
1996,81.3
1997,76.5
1998,79.7
1999,70.1
2000,49.8
