UF,SP
Cidade,GUAIRA
Nome Posto,GUARITA
Latitude,-20.2
Longitude,-48.5
Codigo,2048005
Qtd. Anos,41
Ano,Maxima
1959,80.9
1960,52.2
1961,78.5
1962,79
1963,47.3
1964,47.2
1965,111.1
1966,98.4
1967,62.3
1968,61.5
1969,62.7
1970,82.2
1971,100.6
1972,62.5
1973,87.2
1974,63.7
1975,120
1976,80
1977,69.9
1978,86
1979,96.8
1980,55.6
1981,60.4
1982,75.8
1983,106
1984,91.2
1985,89.5
1986,88.5
1987,78
1988,81.7
1989,83.9
1990,43.5
1991,74.8
1992,86.4
1993,81.7
1994,58.7
1995,133
1996,93.3
1997,67.9
1998,83.6
1999,50.9
