UF,SP
Cidade,GUAIMBE
Nome Posto,NOVA FATIMA
Latitude,-21.783333333333335
Longitude,-49.8
Codigo,2149022
Qtd. Anos,75
Ano,Maxima
1944,65
1945,65
1946,70.1
1947,84.8
1948,52.1
1949,71.5
1950,64.2
1951,79.2
1952,40
1953,132.6
1954,82.5
1955,76
1956,64
1957,90.3
1958,87.2
1959,56.2
1960,71.8
1961,66.5
1962,86.1
1963,57.8
1964,50.9
1965,102.3
1966,146.7
1967,103.9
1968,42.3
1969,79.4
1970,99.3
1971,65.7
1972,91.5
1973,86.2
1974,64.7
1975,87.4
1976,68.1
1977,109.4
1978,68.3
1979,68.7
1980,70.4
1981,67.1
1982,161.7
1983,73.3
1984,37.2
1985,85.5
1986,96
1987,81
1988,59.2
1989,81.5
1990,74.2
1991,59
1992,80.2
1993,68.4
1994,92.9
1995,71.2
1996,83.2
1997,104.6
1998,86.6
1999,132.6
2000,53.9
2001,70.5
2002,38.9
2003,34.5
2004,100.1
2005,80
2006,75
2007,93.3
2008,67
2009,152
2010,71.6
2011,97.4
2012,80
2013,85.1
2014,84
2015,75
2016,50
2017,90
2018,41
