UF,SP
Cidade,SALES OLIVEIRA
Nome Posto,FAZENDA SAO JOAQUIM
Latitude,-20.816666666666666
Longitude,-47.86666666666667
Codigo,2047105
Qtd. Anos,36
Ano,Maxima
1956,86.3
1957,61.5
1958,50.2
1959,107.2
1960,87.5
1961,111.6
1962,71.9
1963,101.4
1964,67.4
1965,85.1
1966,70.1
1967,105.1
1968,109.6
1969,77.5
1970,84.7
1971,97.5
1972,61.2
1983,37.7
1984,93.1
1985,155.2
1986,51.7
1987,55.7
1988,98
1989,67.7
1990,44.3
1991,91.3
1992,68
1993,48.2
1994,62.5
1995,153
1996,87.6
1997,112.7
1998,86.2
1999,104.9
2000,112
2001,50.4
