UF,SP
Cidade,ONDA VERDE
Nome Posto,CASTORES
Latitude,-20.633333333333333
Longitude,-49.333333333333336
Codigo,2049014
Qtd. Anos,78
Ano,Maxima
1937,58
1938,113.5
1939,80.6
1940,106.8
1941,64.8
1942,100.5
1943,79
1944,85
1945,88.4
1946,81
1947,110.5
1948,80.7
1949,82
1950,137.5
1951,97
1952,83.2
1953,68.5
1954,122
1955,84.7
1956,78.2
1957,89.1
1958,69.7
1959,62
1960,80.5
1961,79
1962,76.8
1963,45.3
1964,63.8
1965,69.1
1966,144.5
1967,64.5
1968,72.3
1969,76.1
1970,78.2
1971,74
1972,62.2
1973,88
1974,100.1
1975,117
1976,60.8
1977,55.6
1978,98.2
1979,156.8
1980,122
1981,87.6
1982,55.8
1983,88.9
1984,120.7
1985,68.9
1986,95.4
1987,59.3
1988,86.7
1989,101.3
1990,57.2
1991,95
1992,79.2
1993,62.3
1994,108
1995,60.9
1996,70
1997,104
1998,82.8
1999,65.7
2000,93.4
2001,75.6
2002,75.6
2003,57.2
2004,84.4
2005,73
2006,83
2007,116.6
2008,70.6
2009,110.6
2010,61.7
2011,120.2
2012,54.6
2013,69
2014,76.1
