UF,SP
Cidade,MAUA
Nome Posto,MAUA
Latitude,-23.666666666666668
Longitude,-46.483333333333334
Codigo,2346055
Qtd. Anos,53
Ano,Maxima
1952,53.3
1953,58.7
1954,45.6
1955,58.2
1956,88.6
1957,66.5
1958,85.5
1959,86.8
1960,77.7
1961,67
1962,104
1963,112.5
1964,88
1965,91
1966,134
1967,54
1968,64
1969,88.4
1970,76.4
1971,93.6
1972,104.7
1973,65.9
1974,53.5
1975,60.9
1976,90.5
1977,97.5
1978,88.9
1979,45.7
1980,93.2
1981,55.7
1982,70.8
1983,102.1
1984,82.2
1985,46.5
1986,75
1987,81.4
1988,70.8
1989,28.7
1990,73.5
1991,97
1992,83.8
1993,70
1994,76
1995,87
1996,87.5
1997,52.6
1998,77.5
1999,103.5
2000,95.4
2001,114.7
2002,150
2003,101
2004,110.9
