UF,SP
Cidade,MONTE AZUL PAULISTA
Nome Posto,MONTE AZUL PAULISTA
Latitude,-20.9
Longitude,-48.63333333333333
Codigo,2048032
Qtd. Anos,69
Ano,Maxima
1943,167.8
1944,56.9
1945,83.3
1946,71.7
1947,76.5
1948,55
1949,53.3
1950,100.2
1951,67.4
1952,110.8
1953,51.2
1954,54.3
1955,53.2
1956,70.9
1957,49.5
1958,96
1959,110.3
1960,110.2
1961,102.5
1962,92.5
1963,75
1964,150.4
1965,92.4
1966,80
1967,75
1968,60
1969,70.6
1970,75.8
1971,72.9
1972,83.4
1973,90.3
1974,132.4
1975,72.3
1976,77.6
1977,47.8
1978,74.3
1979,131.4
1980,65.7
1981,73.1
1982,93.7
1983,87.1
1984,55.5
1985,42.7
1986,110.1
1987,105.8
1988,81.1
1989,89.1
1990,65
1991,57.2
1992,81.5
1993,80.9
1994,79.4
1995,90.3
1999,58.3
2004,74
2005,91.2
2006,71
2007,79
2008,90
2009,124.9
2010,96
2011,67.5
2012,80
2013,92.3
2014,71.2
2015,65.1
2016,149
2017,55.5
2018,65.8
