UF,SP
Cidade,BERTIOGA
Nome Posto,REPRESA ITATINGA
Latitude,-23.75
Longitude,-46.13333333333333
Codigo,2346065
Qtd. Anos,78
Ano,Maxima
1937,120
1938,115
1939,140
1940,115
1941,260
1942,170
1943,188
1944,297
1945,242.5
1946,150.5
1947,431
1948,263.7
1949,280.8
1950,177
1951,212
1952,226
1953,207.5
1954,230
1955,212
1956,244
1957,216
1958,256
1959,360
1960,240
1961,174
1962,240
1963,176
1964,216
1965,252
1966,264
1967,408
1968,225
1969,281
1970,254
1971,423.5
1972,379.5
1973,333.9
1974,222.5
1975,384.7
1976,353.4
1977,153.5
1978,293.9
1979,287.1
1980,262
1981,268.8
1982,223.9
1983,353.6
1984,206.1
1985,237.8
1986,303.6
1987,111.2
1988,226.1
1989,180.1
1990,236
1991,160
1992,360
1993,296
1994,225.3
1995,182.2
1996,265.3
1997,138.7
1998,270.3
1999,198.8
2000,245.3
2001,90.9
2002,240
2003,145
2004,222.8
2005,186.2
2006,220.8
2007,163.6
2008,190.5
2009,302.7
2010,199.8
2011,228.3
2012,225.2
2013,260.1
2014,211.6
