UF,SP
Cidade,ARARAQUARA
Nome Posto,BUENO DE ANDRADA
Latitude,-21.666666666666668
Longitude,-48.233333333333334
Codigo,2148079
Qtd. Anos,61
Ano,Maxima
1937,137.5
1940,7
1941,53
1942,32
1943,79
1944,92
1945,78.6
1946,140
1947,53
1948,55
1949,50.5
1950,52.5
1951,52.6
1952,111
1953,70.2
1954,80.3
1955,66.5
1956,84
1957,70
1958,90.5
1959,70
1960,60.7
1961,48
1962,67
1963,70.1
1964,90.5
1965,120.1
1966,58
1967,70.8
1968,50.7
1969,70.4
1970,91
1985,54.5
1986,70
1987,81.2
1988,79.7
1989,80
1990,91.6
1991,101.8
1992,61.8
1993,65.6
1994,77.8
1995,71.3
1996,74.3
1997,126.5
1998,61
1999,85.3
2000,96.2
2001,94
2002,83.5
2004,66.5
2005,68.3
2006,113.5
2007,117.1
2008,80.5
2009,122.5
2010,80.8
2011,108.3
2012,82.5
2013,75.3
2014,72.5
