UF,SP
Cidade,TATUI
Nome Posto,AMERICANA VELHA
Latitude,-23.316666666666666
Longitude,-47.78333333333333
Codigo,2347023
Qtd. Anos,58
Ano,Maxima
1954,24.1
1955,89.4
1956,71.2
1957,67.4
1958,58.2
1959,85.6
1960,78.6
1961,65.7
1962,76
1963,144.5
1964,98.6
1965,70
1966,82.6
1967,137.7
1968,84.4
1969,41.2
1970,90
1971,51.3
1972,102.3
1973,72.3
1974,55
1975,119.7
1976,80.2
1977,59.6
1978,63.8
1979,50.4
1980,37.5
1981,75.3
1982,118.5
1983,58.3
1984,102.9
1985,78.4
1986,87.2
1987,68.9
1988,102.6
1989,83.6
1990,59.8
1991,73.1
1992,68.5
1993,56.2
1994,60.4
1995,63.6
1996,66.1
1997,80.2
1998,43.6
1999,81.4
2000,56.8
2001,68.7
2002,74.8
2003,62.8
2004,56.9
2005,82.6
2006,58
2007,82
2008,74.5
2009,60
2010,55
2011,59.5
