UF,SP
Cidade,CHAVANTES
Nome Posto,PORTO ERMIDAO (FAZ. HARMONIA)
Latitude,-23.08222222222222
Longitude,-49.73638888888889
Codigo,2349005
Qtd. Anos,69
Ano,Maxima
1951,62
1952,82.6
1953,65.8
1954,93.2
1955,104
1956,90.2
1957,76.6
1958,86.4
1959,81.4
1960,70.2
1961,75.1
1962,61.8
1963,64.3
1964,84.4
1965,130
1966,131.8
1967,58.6
1968,87
1969,56.2
1970,106.2
1971,45.7
1972,118.4
1973,62.2
1974,67.8
1975,71.2
1976,83.4
1977,48
1978,97.2
1979,72
1980,91.2
1981,90.2
1982,70.8
1983,88.2
1984,95.7
1985,48.9
1986,76.7
1987,111.6
1988,95.2
1989,108.6
1990,90.2
1991,112.8
1992,76.9
1993,84.7
1994,98.1
1995,78.2
1996,85
1997,103.4
1998,67.2
1999,72.4
2000,57.4
2001,78.2
2002,88.3
2003,98.5
2004,120
2005,126.3
2006,83.5
2007,90.1
2008,84.3
2009,75.7
2010,48.3
2011,70
2012,185
2013,11
2014,9
2015,75
2016,70
2017,105
2018,35
2019,60.5
