UF,SP
Cidade,CANANEIA
Nome Posto,ITAPITANGUI
Latitude,-24.933333333333334
Longitude,-47.95
Codigo,2447040
Qtd. Anos,60
Ano,Maxima
1954,43.3
1955,184.8
1956,88.6
1957,80.7
1958,132.1
1959,132.5
1960,210.5
1961,243.5
1962,101.2
1963,340.8
1964,107.2
1965,159
1966,330.8
1967,190
1968,110.8
1969,185.4
1970,69.3
1971,141
1972,110.9
1973,185.2
1974,72.8
1975,203.6
1976,336.5
1977,104.4
1978,245.4
1979,204.2
1980,178.3
1981,105.4
1982,101
1983,149.4
1984,199.1
1985,76.8
1986,123.8
1987,75.1
1988,104.2
1989,118.8
1990,112.1
1991,145.5
1992,112.9
1993,141.5
1994,152.8
1995,196.5
1996,143.5
1997,124.2
1998,162.2
1999,91.4
2000,45.7
2001,120.3
2002,161.9
2003,99.5
2004,110.3
2005,106.1
2006,229.5
2007,132.5
2009,87.3
2010,111.9
2011,80.5
2012,92.3
2013,96.7
2014,126.6
