UF,SP
Cidade,OCAUCU
Nome Posto,OCAUCU
Latitude,-22.433333333333334
Longitude,-49.916666666666664
Codigo,2249022
Qtd. Anos,44
Ano,Maxima
1971,63.5
1972,88.6
1973,54.2
1974,62.3
1975,78.6
1976,97.2
1977,109.8
1978,82.8
1979,76.1
1980,58.1
1981,97.2
1982,91.9
1983,111.7
1984,64.9
1985,86.8
1986,83.9
1987,45.4
1988,75.4
1989,101.2
1990,83.6
1991,117.6
1992,103.8
1993,81.6
1994,57.1
1995,106.4
1996,85.2
1997,79.4
1998,79.1
1999,78.2
2000,110.8
2001,73.4
2002,121.3
2003,92.1
2004,50.6
2005,100.5
2006,44.8
2007,95.2
2008,66.4
2009,133
2010,52.8
2011,68.2
2012,83.4
2013,100
2014,103.1
