UF,SP
Cidade,CAMPOS DO JORDAO
Nome Posto,USINA DO FOJO
Latitude,-22.716666666666665
Longitude,-45.53333333333333
Codigo,2245022
Qtd. Anos,60
Ano,Maxima
1937,101.6
1938,64
1939,96
1940,60
1941,86
1942,45
1943,60
1944,74.2
1945,75
1946,30.1
1948,50
1949,60
1950,53.2
1951,60
1952,60
1953,50
1954,90
1955,60
1956,75
1957,115
1958,100
1959,80
1960,120
1961,70
1962,87.3
1963,69.5
1964,70
1965,86
1966,107.2
1967,65.7
1968,55.6
1969,75.5
1970,121.2
1971,92.7
1972,57.4
1973,93.6
1974,66.2
1975,73.2
1976,77.1
1977,86.1
1978,93.4
1979,120.3
1980,86.4
1981,86.8
1982,95.6
1983,76.4
1984,160.1
1985,87.1
1986,80.1
1987,96.2
1988,85.3
1989,66.3
1990,81.2
1991,130.4
1992,50.4
1993,93.4
1994,77
1995,51.1
1996,104.2
1997,40.3
