UF,SP
Cidade,JAMBEIRO
Nome Posto,VARADOURO
Latitude,-23.283333333333335
Longitude,-45.78333333333333
Codigo,2345025
Qtd. Anos,52
Ano,Maxima
1943,47.4
1944,37.1
1945,68.9
1946,42.5
1947,85.7
1948,57.8
1949,55
1950,69
1951,62
1952,72
1953,80.3
1954,58.9
1955,48
1956,49
1957,88
1958,87
1959,55
1960,100.4
1961,30.1
1962,60.4
1963,70.1
1964,48.5
1965,63
1966,78.1
1967,110
1968,57.7
1969,31
1970,96.2
1971,58
1972,46.5
1973,88
1974,83.5
1975,53.7
1976,77.1
1977,71.7
1978,80.5
1979,77.6
1980,43.3
1981,61.2
1982,67.1
1983,87.7
1984,56.2
1985,47.7
1986,69.4
1987,92.1
1988,67
1989,63.3
1990,48.1
1991,101.7
1992,69.6
1993,59.3
1994,79.4
