UF,SP
Cidade,ITUVERAVA
Nome Posto,FAZENDA SANTA JACINTA
Latitude,-20.216666666666665
Longitude,-47.9
Codigo,2047009
Qtd. Anos,57
Ano,Maxima
1945,83.1
1946,113.5
1947,63.5
1948,66.2
1949,61.2
1950,64.5
1951,79.3
1952,63.1
1953,84.5
1954,61.5
1955,70
1956,165
1957,56
1958,68
1959,60
1960,70
1961,33
1962,34.5
1963,56.5
1964,116
1965,59
1966,125
1967,102
1968,65
1969,80
1970,85
1971,71.9
1972,68.5
1973,170.5
1974,59.5
1975,81
1976,87.8
1977,69.7
1978,105.2
1979,74.5
1980,90.3
1981,94.2
1982,99.1
1983,86.3
1984,74.5
1985,69.8
1986,77.3
1987,80.9
1988,73.2
1989,129
1990,107.3
1991,140.3
1992,110.8
1993,73.3
1994,78.1
1995,135.9
1996,62.5
1997,152.9
1998,75
1999,87.5
2000,118
2010,24.9
