UF,SP
Cidade,BARRA DO TURVO
Nome Posto,TURVO
Latitude,-24.966666666666665
Longitude,-48.333333333333336
Codigo,2448030
Qtd. Anos,37
Ano,Maxima
1960,110.5
1961,122.8
1962,98.5
1963,52.5
1964,122.7
1965,206.5
1966,95.1
1967,113.2
1968,110.5
1969,51.5
1970,81.8
1971,71
1972,86.2
1973,89.6
1974,194.3
1975,72.3
1976,171.4
1977,79.1
1978,70.8
1979,76.7
1980,145.4
1981,73.3
1982,75.4
1983,58.1
1984,67.7
1985,63.7
1986,107.7
1987,93.9
1988,92.2
1989,77.8
1990,156.2
1991,56.7
1992,40.3
1993,68.1
1994,165.1
1995,32.1
1996,25.2
