UF,SP
Cidade,SERRA NEGRA
Nome Posto,SERRA NEGRA
Latitude,-22.6
Longitude,-46.7
Codigo,2246019
Qtd. Anos,79
Ano,Maxima
1936,87.9
1937,50.2
1938,30.4
1939,71.2
1940,131.6
1941,100
1942,50.5
1943,87
1944,60.4
1945,104.7
1946,59.8
1947,108.3
1948,55.5
1949,103.5
1950,85.3
1951,83.9
1952,271.8
1953,68.1
1954,100.8
1955,72.4
1956,49.3
1957,68.6
1958,80.7
1959,96.8
1960,94.3
1961,65.6
1962,160.2
1963,90.4
1964,101.8
1965,76
1966,86.5
1967,82.5
1968,75.3
1969,110.3
1970,140
1971,52.4
1972,75.5
1973,85.9
1974,56.9
1975,98.7
1976,78.9
1977,78.8
1978,81.5
1979,45.5
1980,61.5
1981,63.5
1982,56.6
1983,83.1
1984,58.1
1985,72.3
1986,87.8
1987,67.9
1988,87.7
1989,129.3
1990,94.7
1991,97.3
1992,53.1
1993,31.1
1994,52.5
1995,65.5
1996,27.5
1997,25.2
1998,25.2
1999,101.3
2000,90.7
2001,97.3
2002,74.9
2003,92
2004,73.4
2005,86.1
2006,68
2007,75.9
2008,72.5
2009,112.6
2010,61.4
2011,131.1
2012,142.1
2013,90.2
2014,44.2
