UF,SP
Cidade,CAJURU
Nome Posto,FAZENDA GRACIOSA
Latitude,-21.316666666666666
Longitude,-47.36666666666667
Codigo,2147076
Qtd. Anos,50
Ano,Maxima
1951,53
1952,65
1953,66
1954,62
1955,50.6
1956,120
1957,58.7
1958,81
1959,76.6
1960,71
1961,69
1962,97.3
1963,45.7
1964,111.2
1965,59
1966,91
1967,108
1968,77
1969,82.1
1970,110.2
1971,72.8
1972,75.9
1973,57.2
1974,97.4
1975,94.5
1976,144.2
1977,57.6
1978,74.3
1979,112.1
1980,103.9
1981,104.6
1982,81.4
1983,116.8
1984,105.2
1985,100.9
1986,98.5
1987,103.2
1988,153.9
1989,53.5
1990,70.2
1991,75.3
1992,72.8
1993,70.2
1994,97.1
1995,122.6
1996,76.3
1997,59.5
1998,64.4
1999,70.8
2000,54.6
