UF,SP
Cidade,ARACATUBA
Nome Posto,FAZENDA ARACANGUA
Latitude,-20.966666666666665
Longitude,-50.68333333333333
Codigo,2050021
Qtd. Anos,44
Ano,Maxima
1970,37.5
1971,83.8
1972,53.9
1973,88.3
1974,51
1975,112.8
1976,67.7
1977,96.9
1978,130
1979,80
1980,88.3
1981,96.1
1982,120.2
1983,147.4
1984,48.9
1985,83.8
1986,76
1987,87.2
1988,84.4
1989,71
1990,82
1991,87
1992,54.5
1993,142.5
1994,61.3
1995,81.2
1996,79.6
1997,125.5
1998,71.8
1999,114.7
2000,79.4
2001,91.9
2002,151.7
2003,96.3
2004,107.2
2005,63.2
2006,104
2007,73.2
2008,76.4
2009,92.6
2011,59.8
2012,71.9
2013,84.1
2014,81.9
