UF,SP
Cidade,CERQUILHO
Nome Posto,BAIRRO REPRESA
Latitude,-23.15
Longitude,-47.8
Codigo,2347077
Qtd. Anos,58
Ano,Maxima
1941,63.4
1942,55.2
1943,190
1944,45.7
1945,80.4
1946,36.4
1948,130
1949,48.5
1950,63.5
1951,44.3
1952,49.3
1953,60.5
1954,57
1955,67.7
1956,81.4
1957,85.9
1958,71.4
1959,70.9
1960,110.9
1961,56.7
1962,83.4
1963,140.5
1964,124.6
1965,74.9
1966,53.1
1967,64.3
1968,96.3
1969,62
1970,81.6
1971,110.5
1972,70.5
1973,71.2
1974,62.1
1975,104.3
1976,113.5
1977,98.6
1978,57.8
1979,48
1980,71.7
1981,69.1
1982,119.7
1983,127.9
1984,61.6
1985,65.4
1986,85.1
1987,62.5
1988,62.3
1989,81.1
1990,68.7
1991,77.9
1992,129
1993,80
1994,82
1995,62.5
1996,84.9
1997,70
1998,82.3
1999,63.8
