UF,SP
Cidade,CANDIDO RODRIGUES
Nome Posto,CANDIDO RODRIGUES
Latitude,-21.333333333333332
Longitude,-48.63333333333333
Codigo,2148106
Qtd. Anos,74
Ano,Maxima
1941,85.3
1942,120.9
1943,77.2
1944,113.3
1945,86.5
1946,84
1947,53.6
1948,71.4
1949,100.2
1950,61.9
1951,90
1952,95.5
1953,71
1954,90
1955,80
1956,55.4
1957,84
1958,61
1959,90.3
1960,78.3
1961,68.2
1962,68.2
1963,59.2
1964,115
1965,60.2
1966,73.3
1967,100.2
1968,90.2
1969,200.9
1970,102.5
1971,310.6
1972,109.3
1973,109
1974,79.1
1975,50.5
1976,92.3
1977,78.2
1978,78.8
1979,89.3
1980,65.4
1981,53.1
1982,93.5
1983,71.1
1984,49.2
1985,89.4
1986,83.3
1987,134
1988,108.3
1989,76
1990,64.9
1991,78.3
1992,82
1993,89.4
1994,102.5
1995,97
1996,64.7
1997,68.9
1998,105.5
1999,89.4
2000,90.4
2001,79.2
2002,53.5
2003,71.8
2004,192
2005,71
2006,78.3
2007,228.5
2008,99
2009,80.5
2010,83.3
2011,101
2012,73.5
2013,77
2014,51.3
