UF,SP
Cidade,TUPA
Nome Posto,TUPA
Latitude,-21.933333333333334
Longitude,-50.53333333333333
Codigo,2150039
Qtd. Anos,60
Ano,Maxima
1939,31.7
1942,45
1943,46
1944,42
1945,57
1946,85
1947,104.5
1948,51.8
1949,87
1950,118.6
1951,63.5
1952,90
1953,51
1954,103
1955,79
1956,65
1957,62.2
1958,77
1959,51.5
1960,70.1
1961,73
1962,69.1
1963,81.2
1964,136
1965,79.7
1966,73.1
1967,85
1968,67.5
1969,85.5
1970,57.1
1971,72.6
1972,111.2
1973,94.7
1974,65.5
1975,73
1976,129.3
1977,62
1978,99.6
1979,60.8
1980,68.2
1981,85.4
1982,63.4
1983,66.4
1984,98.2
1985,81.7
1986,92.6
1987,160.2
1988,89.7
1989,91.6
1990,111.2
1991,80.6
1992,80
1993,67.2
1994,71.4
1995,78.9
1996,94
1997,78.4
1998,97.7
1999,136
2000,67.2
