UF,SP
Cidade,CASA BRANCA
Nome Posto,CASA BRANCA
Latitude,-21.75
Longitude,-47.05
Codigo,2147058
Qtd. Anos,53
Ano,Maxima
1960,58.4
1961,66.1
1962,82.5
1963,62.3
1964,61.2
1965,89.2
1966,81.5
1967,48.3
1968,101.4
1969,85.5
1970,127
1971,65
1972,79.3
1973,51.8
1974,112.5
1975,70.8
1976,77.6
1977,170.4
1978,45.8
1979,39.5
1980,61.7
1981,143.4
1982,62.2
1983,74.8
1984,68
1985,82.1
1986,72.3
1987,60.5
1988,66.2
1989,104
1990,60.7
1991,72.1
1992,107
1993,51.1
1994,70.8
1995,91.7
1996,64.8
1997,52.7
1998,40.2
1999,69.5
2000,107.3
2001,68.6
2004,71.5
2005,99.5
2006,58.4
2007,110
2008,98
2009,108
2010,70
2011,91
2012,61.3
2013,89.2
2014,62.5
