UF,SP
Cidade,ITAPECERICA DA SERRA
Nome Posto,MOMBACA
Latitude,-23.766666666666666
Longitude,-46.833333333333336
Codigo,2346070
Qtd. Anos,43
Ano,Maxima
1958,70.8
1959,65.1
1960,60.5
1961,80.1
1962,65.9
1963,57.8
1964,50.5
1965,84.7
1966,72.9
1967,51.5
1968,110.3
1969,98.1
1970,87.8
1971,105.2
1972,103.9
1973,60.2
1974,64.6
1975,92.9
1976,179.5
1977,68.3
1978,177.5
1979,85.5
1980,53.2
1981,77.2
1982,89.6
1983,88.5
1984,47.7
1985,55
1986,58.1
1987,32.2
1988,58.1
1989,76.7
1990,47.8
1991,99.7
1992,67.5
1993,76.5
1994,62.8
1995,52.8
1996,138.2
1997,86.3
1998,42.5
1999,80.2
2000,48.5
