UF,SP
Cidade,MIRACATU
Nome Posto,FAU
Latitude,-24.2
Longitude,-47.48861111111111
Codigo,2447075
Qtd. Anos,39
Ano,Maxima
1981,93.4
1982,71.5
1983,89
1984,104
1985,43.9
1986,72
1987,98.1
1988,82
1989,95.1
1990,80.9
1991,99.1
1992,28.9
1993,121.8
1994,95.4
1995,66.9
1996,99.5
1997,91.7
1998,95.7
1999,97.7
2000,69.5
2001,79.6
2002,38.7
2003,96
2004,99.7
2005,97.7
2006,60.5
2007,99.3
2008,40.3
2009,54.2
2010,97.8
2011,49.7
2012,32.3
2013,149.5
2014,78.3
2015,33
2016,40.2
2017,57.5
2018,93.6
2019,95.7
