UF,SP
Cidade,GALIA
Nome Posto,FERNAO DIAS
Latitude,-22.366666666666667
Longitude,-49.516666666666666
Codigo,2249018
Qtd. Anos,65
Ano,Maxima
1936,68.5
1937,88.3
1938,71
1939,66
1940,68
1941,52.5
1942,91
1943,82
1944,54
1945,72
1946,63
1947,120
1948,67
1949,78
1950,50.7
1951,82
1952,91.5
1953,88
1954,71
1955,84
1956,124.3
1957,20
1958,15.2
1959,60
1960,72.6
1961,75
1962,116.2
1963,90.1
1964,61.2
1965,61.3
1966,80.3
1967,110
1968,55.7
1969,68.2
1970,99.7
1971,52
1972,142.3
1973,74.5
1974,108
1975,77.2
1976,87
1977,152.2
1978,105
1979,85.7
1980,78.3
1981,60.7
1982,71.3
1983,67
1984,61
1985,62.9
1986,61.8
1987,67.1
1988,62.6
1989,62.9
1990,64
1991,76.5
1992,70.8
1993,64.3
1994,76.1
1995,76.9
1996,66
1997,58.2
1998,64.5
1999,65.7
2000,52.3
