UF,SP
Cidade,BARRA DO TURVO
Nome Posto,RIO PARDINHO
Latitude,-25.060833333333335
Longitude,-48.55833333333333
Codigo,2548069
Qtd. Anos,51
Ano,Maxima
1964,80
1965,94
1966,60.2
1967,71
1968,84.4
1969,60.8
1970,101.1
1971,71.5
1972,86.2
1973,185
1974,58
1975,55
1976,144.2
1977,99.2
1978,66.7
1979,82.1
1980,126.6
1981,85.7
1982,66.3
1983,92
1984,106.5
1985,73.5
1986,84.5
1987,57.1
1988,88.9
1989,87.8
1990,110.5
1991,89.6
1992,81.7
1993,144
1994,74.3
1995,165
1996,62.9
1997,84.4
1998,87.1
1999,67
2000,64.4
2001,150.9
2002,106.3
2003,108.7
2004,84.1
2005,54
2006,84
2007,90.1
2008,128
2009,92.7
2010,101.6
2011,127.2
2012,87.3
2013,89.2
2014,138.5
