UF,SP
Cidade,JABORANDI
Nome Posto,JABORANDI
Latitude,-20.683333333333334
Longitude,-48.416666666666664
Codigo,2048019
Qtd. Anos,73
Ano,Maxima
1941,73.3
1942,65.3
1943,80.1
1944,60.3
1945,150.7
1946,60.7
1947,120.5
1949,86.4
1950,73.4
1951,47.3
1952,40.3
1953,38.9
1954,70.3
1955,73.8
1956,67.9
1957,36.8
1958,45.6
1959,60.5
1960,90.1
1961,101.5
1962,79.1
1963,63.9
1964,35.4
1965,60.1
1966,112.5
1967,65
1968,60.8
1969,80.6
1970,72.5
1971,97.6
1972,98.2
1973,70.4
1974,70.9
1975,58.2
1976,108.4
1977,60.8
1978,86.4
1979,85.7
1980,92.6
1981,112.5
1982,81.2
1983,74.2
1984,88.3
1985,72.5
1986,96.4
1987,62.9
1988,72.5
1989,64.9
1990,54.6
1991,95.6
1992,69.3
1993,61.3
1994,146.5
1995,83.1
1996,82.3
1997,72.3
1998,120.3
1999,74.1
2000,160.6
2001,76.4
2002,69.7
2003,61.4
2004,88.6
2005,87.4
2006,61
2007,64.5
2008,80
2009,69.3
2010,66.3
2011,55
2012,67
2013,122.8
2014,65.1
