UF,SP
Cidade,BERTIOGA
Nome Posto,BERTIOGA
Latitude,-23.85
Longitude,-46.13333333333333
Codigo,2346075
Qtd. Anos,54
Ano,Maxima
1948,103.8
1949,217.5
1950,163.5
1951,180.5
1952,212.5
1953,66.1
1954,103
1955,42.7
1956,103.8
1957,70.9
1958,212
1959,270.2
1960,64.3
1961,79.5
1962,300.6
1963,182.5
1964,72.6
1965,201.5
1966,191.5
1967,200
1968,145
1969,258
1970,120.5
1971,256
1972,193.4
1973,173.7
1974,185.8
1975,167
1976,205.8
1977,102.5
1978,123.8
1979,142.6
1980,91.2
1981,86.3
1982,162.8
1983,88.3
1984,86.8
1985,145.2
1986,34.7
1987,85.8
1988,115.8
1989,82.4
1990,151.7
1991,40.8
1992,102.8
1993,38.6
1994,32.9
1995,36.5
1996,126.2
1997,60.8
1998,31.8
1999,84
2000,184.1
2001,49.3
