UF,SP
Cidade,RIO CLARO
Nome Posto,RIO CLARO
Latitude,-22.416666666666668
Longitude,-47.55
Codigo,2247020
Qtd. Anos,86
Ano,Maxima
1933,45
1934,117.5
1935,61.6
1936,68.7
1937,57.9
1938,87.3
1939,53.5
1940,84
1941,67.4
1942,65
1943,97
1944,77
1945,76
1946,96.5
1947,97
1948,87.2
1949,74
1950,63.2
1951,63
1952,94.2
1953,46.7
1954,72.2
1955,113
1956,77
1957,116
1958,67
1959,38.8
1960,73
1961,64
1962,54.6
1963,62.6
1964,50
1965,80
1966,60
1967,86.1
1968,60
1969,57.1
1970,94.5
1971,53
1972,85.8
1973,70.9
1974,55.5
1975,50.8
1976,90.3
1977,65.3
1978,76.5
1979,70.5
1980,60.5
1981,58.6
1982,74.1
1983,120.2
1984,50.5
1985,91.2
1986,67.7
1987,80.4
1988,73.4
1989,90.3
1990,45.5
1991,87.9
1992,75.2
1993,97.6
1994,73.9
1995,86.4
1996,83.5
1997,80
1998,72.7
1999,95
2000,82.4
2001,76.9
2002,59.4
2003,86
2004,86.5
2005,134
2006,78
2007,82.7
2008,57.9
2009,122.5
2010,112
2011,100.1
2012,115
2013,92.5
2014,45.1
2015,82.5
2016,110
2017,78.1
2018,37.4
