UF,SP
Cidade,TUPA
Nome Posto,UNIVERSO
Latitude,-21.9
Longitude,-50.6
Codigo,2150067
Qtd. Anos,59
Ano,Maxima
1948,83
1949,47
1950,112.4
1951,76.8
1952,90.6
1953,84.5
1954,105
1955,97.5
1956,66.5
1957,71
1958,96
1959,55
1960,50
1961,55.3
1962,55.3
1963,45.2
1964,107
1965,104
1966,126.5
1967,90
1968,82
1969,64.2
1970,92
1971,49.5
1984,96.2
1985,54.5
1986,60.6
1987,82.4
1988,88.1
1989,83.9
1990,116.5
1991,123.7
1992,97.5
1993,122.8
1994,67.2
1995,91.7
1996,97.5
1997,68
1998,87.3
1999,54
2000,125
2001,101.1
2002,64.3
2003,53.5
2004,95.1
2005,58.5
2006,67.7
2007,80.6
2008,74
2009,109.7
2010,129
2011,95.5
2012,91
2013,86.3
2014,58.8
2015,99.5
2016,75
2017,318.5
2018,106
