UF,SP
Cidade,IPEUNA
Nome Posto,IPEUNA
Latitude,-22.433333333333334
Longitude,-47.71666666666667
Codigo,2247021
Qtd. Anos,48
Ano,Maxima
1970,83.9
1971,95.9
1972,67.8
1973,93.5
1974,97.2
1975,76
1976,80
1977,67.7
1978,77.4
1979,61.9
1980,67.9
1981,77.7
1982,76.4
1983,85
1984,42.7
1985,89.3
1986,76.9
1987,73.3
1988,95
1989,131.5
1990,71.6
1991,94.3
1992,65
1993,76.2
1994,70
1995,61.6
1996,60.9
1997,60.5
1998,52.3
1999,90
2001,63.6
2002,84.3
2003,62.2
2004,60
2005,69.5
2006,69.5
2007,90.3
2008,50.5
2009,117
2010,74.5
2011,119.4
2012,94
2013,69
2014,73
2015,85.5
2016,113
2017,71.5
2018,70.5
