UF,SP
Cidade,BOTUCATU
Nome Posto,FAZENDA S. JOAO MORRO VERMELHO
Latitude,-22.816666666666666
Longitude,-48.43333333333333
Codigo,2248029
Qtd. Anos,64
Ano,Maxima
1954,35.5
1955,79
1956,77.5
1957,132
1958,138.5
1959,60.5
1960,71.5
1961,64.8
1962,84.5
1963,53.6
1964,47
1965,72.6
1966,107.2
1967,41.6
1968,130
1969,74.2
1970,116.7
1971,61
1972,87
1973,54.4
1974,113.8
1975,176.2
1976,148.8
1977,134
1978,99.8
1979,71.2
1980,83.6
1981,127.7
1982,107.6
1983,81.7
1984,58.1
1985,148.6
1986,98.6
1987,86.5
1988,104.4
1989,87.3
1990,81.1
1991,103.7
1992,78.7
1993,103.2
1994,71.8
1995,80.5
1996,108.4
1997,68.5
1998,90.9
1999,60.9
2000,53.3
2001,81.9
2002,85.9
2003,96.6
2004,57.1
2005,88.1
2006,59.2
2007,93.1
2009,95.6
2010,73.5
2011,106.1
2012,92.5
2013,100.1
2014,53.5
2015,77.9
2016,121.5
2017,60.5
2018,50.5
