UF,SP
Cidade,INDAIATUBA
Nome Posto,ITAICI
Latitude,-23.108055555555556
Longitude,-47.18055555555555
Codigo,2347055
Qtd. Anos,57
Ano,Maxima
1963,6.9
1964,72.8
1965,87.6
1966,100.2
1967,48
1968,73.4
1969,45
1970,97.8
1971,51
1972,66
1973,68.4
1974,71.2
1975,102.2
1976,64.3
1977,52.4
1978,84.6
1979,76.3
1980,67.5
1981,82.4
1982,79.2
1983,75.3
1984,42.3
1985,65.4
1986,52.7
1987,60
1988,74.1
1989,777.7
1990,50.7
1991,93.9
1992,69.2
1993,107.9
1994,80.5
1995,86.1
1996,62.5
1997,60.5
1998,60.3
1999,78.3
2000,49
2001,66.7
2002,87.1
2003,99.3
2004,74.4
2005,164
2006,104.1
2007,77.6
2008,72.8
2009,112.5
2010,61.8
2011,84.2
2012,67.6
2013,78.7
2014,71.2
2015,90.8
2016,100
2017,40
2018,49
2019,91.3
