UF,SP
Cidade,MONTE MOR
Nome Posto,BAIRRO PAVIOLI
Latitude,-22.933333333333334
Longitude,-47.25
Codigo,2247050
Qtd. Anos,61
Ano,Maxima
1951,52.1
1952,78.8
1953,66.7
1954,59.7
1955,122.5
1956,52.1
1957,73.3
1958,81.5
1959,59.1
1960,65
1961,64.5
1964,85.2
1969,55.1
1970,109.5
1971,66
1972,103.7
1973,46.6
1974,121.1
1975,86.3
1976,79.1
1977,78.9
1978,122.9
1979,76
1980,50.1
1981,78.1
1982,95.9
1983,74.8
1984,72.1
1985,80.9
1986,48.1
1987,40.4
1988,57.6
1989,58.3
1990,56.7
1991,72.9
1992,74.1
1993,69.1
1994,99.7
1995,67.8
1996,80.3
1997,72.5
1998,71.5
1999,95.5
2000,58.1
2001,65.8
2002,50.3
2003,111.3
2004,69.3
2005,87.3
2007,55.1
2008,65.3
2009,85.4
2010,64
2011,84.5
2012,97.6
2013,65.8
2014,93.8
2015,66.2
2016,64.2
2017,53.6
2018,37.1
