UF,SP
Cidade,PIRACICABA
Nome Posto,SANTA TEREZINHA
Latitude,-22.683333333333334
Longitude,-47.7
Codigo,2247113
Qtd. Anos,52
Ano,Maxima
1943,83.3
1944,87.2
1945,86.4
1946,201.7
1947,97.9
1948,64.4
1949,109.8
1950,42.7
1951,60.5
1952,60
1953,60.2
1954,70.6
1955,90.7
1956,80.6
1957,90.9
1958,70.6
1959,90.7
1960,90.8
1961,60.8
1962,70.5
1963,70.5
1964,65
1965,63
1966,92.3
1967,60.3
1968,55.2
1969,94.1
1970,62.2
1971,73.1
1972,70
1973,87.6
1974,92.1
1975,81.2
1976,69.3
1977,63.4
1978,104.6
1979,60.9
1980,69.9
1981,97.8
1982,100.9
1983,79.1
1984,65
1985,53.5
1986,76.3
1987,75.1
1988,88.2
1989,97.2
1990,65.7
1991,59.2
1992,88.8
1993,39.4
1994,15.6
