UF,SP
Cidade,CHAVANTES
Nome Posto,FAZENDA MARCONDINHA
Latitude,-23.05
Longitude,-49.766666666666666
Codigo,2349004
Qtd. Anos,60
Ano,Maxima
1955,54.2
1956,99.7
1957,66.3
1958,78
1959,72
1960,70
1961,69
1962,61.5
1963,49
1964,100
1965,72
1966,116
1967,60
1968,75
1969,82
1970,101
1971,70
1972,87
1973,67.4
1974,77.7
1975,75.8
1976,100.2
1977,54.3
1978,86
1979,101.5
1980,60.2
1981,74.6
1982,78.6
1983,98.3
1984,81.4
1985,73.3
1986,71.4
1987,100
1988,101
1989,103.7
1990,90
1991,151.4
1992,65.6
1993,73.6
1994,88.7
1995,82.4
1996,75.8
1997,81
1998,77.5
1999,85
2000,60
2001,80
2002,100.2
2003,92
2004,126
2005,95
2006,69
2007,83
2008,73
2009,67
2010,90
2011,84
2012,190
2013,106.4
2014,115
