UF,SP
Cidade,JOSE BONIFACIO
Nome Posto,JOSE BONIFACIO
Latitude,-21.05
Longitude,-49.68333333333333
Codigo,2149002
Qtd. Anos,45
Ano,Maxima
1970,74.1
1971,91.1
1972,82.3
1973,150
1974,72
1975,73.6
1976,67
1977,99.2
1978,82.7
1979,55.1
1980,64.9
1981,62.9
1982,93.1
1983,89.8
1984,110.7
1985,70.7
1986,70.8
1987,57.1
1988,48.5
1989,91.8
1990,55.2
1991,93.5
1992,99.1
1993,76.5
1994,54.2
1995,102.8
1996,49.5
1997,109.7
1998,89
1999,115.8
2000,102.2
2001,63.2
2002,61.8
2003,76.5
2004,55.3
2005,59.1
2006,91.7
2007,108.9
2008,57.5
2009,76.2
2010,110
2011,115.3
2012,59.1
2013,98.2
2014,59.4
