UF,SP
Cidade,SAO PAULO
Nome Posto,PERUS
Latitude,-23.4
Longitude,-46.75
Codigo,2346027
Qtd. Anos,59
Ano,Maxima
1937,72
1938,15
1939,54
1940,60.4
1941,81.5
1942,26.4
1943,22
1944,24
1945,18
1946,20.4
1947,18
1948,18
1951,33.5
1952,76
1953,90
1954,75
1955,62.7
1956,105
1957,80
1958,80
1959,53.5
1960,90.3
1961,78.2
1962,100
1963,70.6
1964,54
1965,115.6
1966,99.2
1967,110
1968,72.5
1969,40.3
1970,80.7
1971,50.1
1972,60.9
1973,91.4
1974,47.8
1975,71.8
1976,120.2
1977,64.5
1978,84.4
1979,57
1980,14.3
1981,65.1
1982,54.2
1983,158.8
1984,70
1985,68.2
1986,52
1987,126.7
1988,72.9
1989,69.6
1990,53.9
1991,97.7
1992,48.7
1993,72
1994,55.6
1995,6.9
1996,16.6
1997,39
