UF,SP
Cidade,ITARARE
Nome Posto,ITARARE
Latitude,-24.116666666666667
Longitude,-49.333333333333336
Codigo,2449002
Qtd. Anos,44
Ano,Maxima
1956,56.8
1957,98.5
1958,75.5
1959,45.5
1960,92.5
1961,106.5
1962,67.8
1963,95
1964,94.5
1965,113.5
1966,104
1967,60
1968,95.5
1969,81.5
1970,115.7
1971,81.5
1972,88.4
1973,91.7
1974,164.4
1975,76.5
1976,62.4
1977,55.4
1978,68.7
1979,70.4
1980,89.4
1981,68.3
1982,96.2
1983,75.4
1984,58
1985,78
1986,96.3
1987,62.9
1988,45.2
1989,92.9
1990,67.4
1991,95.5
1992,63.4
1993,117.7
1994,99.2
1995,125
1996,76
1997,152.4
1998,87.4
1999,55.6
