UF,SP
Cidade,SALES OLIVEIRA
Nome Posto,FAZENDA CONQUISTA
Latitude,-20.8
Longitude,-47.766666666666666
Codigo,2047027
Qtd. Anos,75
Ano,Maxima
1940,46
1941,87.2
1942,51.6
1943,57.7
1944,51.8
1945,58.6
1946,43.6
1947,150.5
1948,78
1949,65
1950,72.2
1951,68.4
1952,73.4
1953,60.5
1954,67.3
1955,64.4
1956,86.5
1957,68.5
1958,37
1959,48.3
1960,77.4
1961,88.7
1962,67.6
1963,60
1964,103.2
1965,79.2
1966,70
1967,118.1
1968,52.8
1969,60.3
1970,66.9
1971,60.2
1972,51.8
1973,113.1
1974,82.5
1975,87.6
1976,85.5
1977,53.9
1978,67.6
1979,72.4
1980,72.4
1981,103.3
1982,84.5
1983,84.3
1984,154.5
1985,154
1986,71.9
1987,54.7
1988,102
1989,66
1990,52.3
1991,65.3
1992,71
1993,84.5
1994,92
1995,137
1996,79
1997,95
1998,76
1999,73
2000,83
2001,132.8
2002,85.9
2003,64.7
2004,72.3
2005,65.3
2006,65.5
2007,121.7
2008,80.6
2009,99
2010,62
2011,66.4
2012,71.8
2013,77.5
2014,70.5
