UF,SP
Cidade,ITAPETININGA
Nome Posto,ITAPETININGA
Latitude,-23.583333333333332
Longitude,-48.05
Codigo,2348028
Qtd. Anos,76
Ano,Maxima
1939,85.5
1940,78
1941,60
1942,70
1943,79
1944,58.8
1945,92.3
1946,53.6
1947,86.2
1948,64
1949,62.5
1950,92.5
1951,43
1952,65
1953,72
1954,42
1955,74.1
1956,39.3
1957,65.7
1958,82
1959,63.6
1960,67.4
1961,62
1962,155
1963,59.2
1964,66.8
1965,75.2
1966,119.2
1967,86.4
1968,79.2
1969,44
1970,49.1
1971,50.1
1972,100.6
1973,100.4
1974,73.3
1975,93.5
1976,79.2
1977,70.5
1978,87.1
1979,58.7
1980,69.3
1981,125
1982,80.5
1983,102.3
1984,50.7
1985,82.6
1986,68.6
1987,65.2
1988,63.7
1989,98
1990,70.4
1991,86.2
1992,74.3
1993,45.5
1994,57.3
1995,70
1996,65
1997,92.2
1998,67.7
1999,65
2000,91
2001,80.7
2002,67
2003,86
2004,246.5
2005,91.9
2006,138
2007,95.5
2008,43.5
2009,68.4
2010,66.7
2011,56.3
2012,87.9
2013,59.5
2014,168
