UF,SP
Cidade,ARUJA
Nome Posto,FAZENDA SAO BENTO
Latitude,-23.433333333333334
Longitude,-46.28333333333333
Codigo,2346029
Qtd. Anos,53
Ano,Maxima
1961,36.7
1962,90.2
1963,61.6
1964,47.8
1965,83.2
1966,60
1967,58.9
1968,66.5
1969,51
1970,71.4
1971,43.1
1972,46.6
1973,74.7
1974,49.7
1975,93.3
1976,67.6
1977,57.6
1978,82.8
1979,55.6
1980,67.9
1981,85.9
1982,72.7
1983,95.3
1984,59.7
1985,92.6
1986,59.3
1987,190.5
1988,58.3
1989,69.7
1990,67.5
1991,79.5
1992,66.2
1993,59
1994,78
1995,44.5
1996,78.6
1997,59
1998,79.2
1999,86.2
2000,51.8
2001,83.8
2002,52.2
2003,54.1
2004,75.6
2005,72.9
2006,67.9
2007,58.7
2009,85.2
2010,76
2011,50.3
2012,55.7
2013,54.5
2014,61.2
