UF,SP
Cidade,BARRETOS
Nome Posto,BARRETOS
Latitude,-20.566666666666666
Longitude,-48.56666666666667
Codigo,2048015
Qtd. Anos,72
Ano,Maxima
1936,70
1937,62.4
1938,36.4
1939,119
1940,98
1941,89.5
1942,114.1
1943,80
1944,42.3
1945,100.7
1946,122
1947,90
1948,90
1949,66
1950,110
1951,88.5
1952,70.2
1953,57.6
1954,79
1955,94.9
1956,80
1957,82.4
1958,87
1959,99.2
1960,98.2
1961,80.2
1962,60.1
1963,63.9
1964,55
1965,47
1966,85.2
1967,72
1968,60.8
1969,84
1970,72.5
1971,63.5
1972,63.5
1973,62.2
1974,60.8
1975,60.5
1976,66
1977,62.1
1978,78.1
1979,72
1980,72.2
1981,66.6
1982,87.7
1983,116.8
1984,61.3
1985,86.4
1986,70
1987,87.2
1988,142.5
1989,82.1
1990,93.5
1991,98.5
1992,73.5
1993,50
1994,80.4
1995,76.4
1996,120
1997,75.4
2005,68.2
2006,80.6
2007,105.5
2008,88.3
2009,78.9
2010,104
2011,88.5
2012,83.3
2013,113.1
2014,1.7
